title,description,content,url,publishedAt,source,country,category
Box Office: Scarlett Johansson and Channing Tatum Rom-Com ‘Fly Me to the Moon’ Eyes $12 Million Liftoff - Variety,Scarlett Johansson and Channing Tatum hope that good reviews can propel the pricey Apple rom-com 'Fly Me to the Moon' at the box office.,"Can good old fashioned star power and solid reviews propel “Fly Me to the Moon” to the top of the box office?
Well, even Scarlett Johansson and Channing Tatum, whose names appear above the title, ar… [+2584 chars]",https://variety.com/2024/film/news/box-office-preview-fly-me-to-the-moon-despicable-me-4-1236065900/,2024-07-10T15:11:00Z,Variety,us,entertainment
Taylor Swift Plays Acoustic Versions of Her ‘Favorite Songs’ in Honor of the Eras Tour’s 113th Show - Billboard,"Taylor Swift played her ""favorite songs"" to celebrate her 113th Eras Tour show. Get the details.","At every Eras Tour concert, thousands of Swifties cross their fingers that Taylor Swift will play one of their favorite songs during the acoustic section. But at the singer’s first night in Zürich Tu… [+2032 chars]",http://www.billboard.com/music/music-news/taylor-swift-plays-favorite-songs-celebrate-113th-eras-show-1235727891/,2024-07-10T14:43:07Z,Billboard,us,entertainment
J.K. Rowling Play ‘TERF’: How Controversial is the Buzzed-About Production? - Hollywood Reporter,,,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LmhvbGx5d29vZHJlcG9ydGVyLmNvbS9saWZlc3R5bGUvYXJ0cy9qay1yb3dsaW5nLXBsYXktdGVyZi1lZGluYnVyZ2gtZnJpbmdlLWhhcnJ5LXBvdHRlci10cmFucy0xMjM1OTQzOTk2L9IBeWh0dHBzOi8vd3d3LmhvbGx5d29vZHJlcG9ydGVyLmNvbS9saWZlc3R5bGUvYXJ0cy9qay1yb3dsaW5nLXBsYXktdGVyZi1lZGluYnVyZ2gtZnJpbmdlLWhhcnJ5LXBvdHRlci10cmFucy0xMjM1OTQzOTk2L2FtcC8?oc=5,2024-07-10T14:25:11Z,Google News,us,entertainment
This new dark mystery drama on Apple TV Plus is my favorite show of the year — and it's 94% on Rotten Tomatoes - Tom's Guide,‘Sunny’ is a brilliantly weird and dark show about grief,I’m always down to watch a new dark mystery drama with lots of suspense and twists that you wouldn’t catch a mile off. There’s just something about being consumed by a puzzling narrative that I can’t… [+5509 chars],https://www.tomsguide.com/entertainment/apple-tv-plus/apple-tv-plus-new-dark-mystery-drama-is-my-favorite-show-of-the-year-and-its-94-on-rotten-tomatoes,2024-07-10T13:39:51Z,Tom's Guide,us,entertainment
"‘We Live in Time’ Trailer: Florence Pugh Falls in Love With Andrew Garfield, and Hits Him With a Car, in A24 Romance Drama - Variety","Florence Pugh and Andrew Garfield are showing off their rom-com chops in A24's 'We Live in Time,' out in October.","Florence Pugh and Andrew Garfield are showing off their rom-com chops in John Crowley’s “We Live in Time.” A24 released the trailer for the romantic comedy, set for an Oct. 11 limited theatrical rele… [+1756 chars]",https://variety.com/2024/film/news/we-live-in-time-trailer-florence-pugh-andrew-garfield-a24-1236063583/,2024-07-10T13:00:00Z,Variety,us,entertainment
‘Shrek 5’ finally has a release date — find out which cast members are returning - New York Post ,"After Eddie Murphy let details slip, DreamWorks confirmed that another “Shrek” sequel is coming to theaters.","Shrek is back.
DreamWorks Animation announced Tuesday that “Shrek 5” will be released on July 1, 2026.
Mike Myers, Cameron Diaz and Eddie Murphy will reprise their roles as Shrek, Princess Fiona an… [+3108 chars]",https://nypost.com/2024/07/10/entertainment/shrek-5-release-date-cast-announced-mike-meyers-cameron-diaz/,2024-07-10T12:14:00Z,New York Post,us,entertainment
"Thomas Nguyen Makes a ""Splash"" in Bachelorette Season 21 Debut - SwimSwam","Retired swimmer Thomas Nguyen, who had a career best of 2:02.55 in the 200 meter back, dove in to Season 21 of The Bachelorette on Monday.","When retired swimmers appear on reality television shows, there are moments when they….embellish….their athletic achievements for the sake of clout and ratings.
But when former Vietnamese-American s… [+2888 chars]",https://swimswam.com/thomas-nguyen-makes-a-spalsh-in-bachelorette-season-21-debut/,2024-07-10T12:02:16Z,SwimSwam,us,entertainment
'This trial is a farce': Young Thug's lawyer files new 200-page motion - FOX 5 Atlanta,"Brian Steel, attorney for rapper Young Thug (Jeffery Williams), filed a supplemental motion late Monday that once again calls for the removal of Fulton County Superior Court Judge Ural Glanville, along with the disqualification of the state's prosecutors from…","FULTON COUNTY, Ga. - Brian Steel, attorney for rapper Young Thug (Jeffery Williams), filed a supplemental motion late Monday that once again calls for the removal of Fulton County Superior Court Judg… [+9575 chars]",https://www.fox5atlanta.com/news/this-trial-is-farce-young-thugs-lawyer-files-new-200-page-motion,2024-07-10T11:39:49Z,FOX 5 Atlanta,us,entertainment
7 Opponents John Cena Must Face on His WWE Farewell Tour - Bleacher Report,John Cena shocked the wrestling world when he announced at Money in the Bank that 2025 will be his final year as a WWE competitor. For all intents and…,"For most of the 2000s and into the 2010s, Cena and Randy Orton were two sides of the same coin. They were bitter rivals who came into the company around the same time and found more success than they… [+1037 chars]",https://bleacherreport.com/articles/10127656-7-opponents-john-cena-must-face-on-his-wwe-farewell-tour,2024-07-10T11:06:58Z,Bleacher Report,us,entertainment
Country music world rocked by legendary singer’s death: ‘My heart is broken’ - PennLive,Fans were stunned by tragic news of his death.,"The country music world is sending its prayers to The Oak Ridge Boys after longtime member Joe Bonsall died on Tuesday.
Bonsall, who was 76, passed away due to complications from Amyotrophic Lateral… [+1796 chars]",https://www.pennlive.com/life/2024/07/country-music-world-rocked-by-legendary-singers-death-my-heart-is-broken.html,2024-07-10T10:45:00Z,PennLive,us,entertainment
Melania Trump's rare public backing of husband Donald for swanky 1st Trump residence fundraiser makes waves: ‘We must…’ - Hindustan Times,,,https://news.google.com/rss/articles/CBMiuQFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vd29ybGQtbmV3cy91cy1uZXdzL21lbGFuaWEtdHJ1bXBzLXJhcmUtcHVibGljLWJhY2tpbmctb2YtaHVzYmFuZC1kb25hbGQtZm9yLXN3YW5reS0xc3QtdHJ1bXAtcmVzaWRlbmNlLWZ1bmRyYWlzZXItbWFrZXMtd2F2ZXMtd2UtbXVzdC0xMDE3MjA2OTQzMDYxMDguaHRtbNIBvQFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vd29ybGQtbmV3cy91cy1uZXdzL21lbGFuaWEtdHJ1bXBzLXJhcmUtcHVibGljLWJhY2tpbmctb2YtaHVzYmFuZC1kb25hbGQtZm9yLXN3YW5reS0xc3QtdHJ1bXAtcmVzaWRlbmNlLWZ1bmRyYWlzZXItbWFrZXMtd2F2ZXMtd2UtbXVzdC0xMDE3MjA2OTQzMDYxMDgtYW1wLmh0bWw?oc=5,2024-07-11T11:40:20Z,Google News,in,politics
Raj Tarun booked for cheating Lavanya; case against actor involving Malvi Malhotra explained - Hindustan Times,"Actor Raj Tarun, his ex-partner Lavanya, and his co-star Malvi Malhotra are engaged in a long tussle. Breaking down the timeline of events so far.",Actor Raj Tarun is in trouble. His ex-partner Lavanya filed an FIR with Narsingi police accusing him of cheating her under the guise of marriage. She previously also filed a petition against his Thir… [+2823 chars],https://www.hindustantimes.com/entertainment/telugu-cinema/raj-tarun-booked-for-cheating-lavanya-case-against-actor-involving-malvi-malhotra-explained-101720690827226.html,2024-07-11T11:26:52Z,Hindustan Times,in,politics
"James Webb Telescope Captures Distant Quasar, Reveals Stunning Jewelled Ring Through Gravitational Lensing Phe - Times Now",,,https://news.google.com/rss/articles/CBMitgFodHRwczovL3d3dy50aW1lc25vd25ld3MuY29tL3RlY2hub2xvZ3ktc2NpZW5jZS9qYW1lcy13ZWJiLXRlbGVzY29wZS1jYXB0dXJlcy1kaXN0YW50LXF1YXNhci1yZXZlYWxzLXN0dW5uaW5nLWpld2VsbGVkLXJpbmctdGhyb3VnaC1ncmF2aXRhdGlvbmFsLWxlbnNpbmctcGhlbm9tZW5vbi1hcnRpY2xlLTExMTY2MjE5MtIBugFodHRwczovL3d3dy50aW1lc25vd25ld3MuY29tL3RlY2hub2xvZ3ktc2NpZW5jZS9qYW1lcy13ZWJiLXRlbGVzY29wZS1jYXB0dXJlcy1kaXN0YW50LXF1YXNhci1yZXZlYWxzLXN0dW5uaW5nLWpld2VsbGVkLXJpbmctdGhyb3VnaC1ncmF2aXRhdGlvbmFsLWxlbnNpbmctcGhlbm9tZW5vbi1hcnRpY2xlLTExMTY2MjE5Mi9hbXA?oc=5,2024-07-11T11:16:54Z,Google News,in,politics
Why are Sunita Williams and Boeing’s Starliner still in space? Explained - The Hindu,,,https://www.thehindu.com/sci-tech/science/sunita-williams-and-boeing-starliner-still-in-space-explained/article68388683.ece,2024-07-11T10:52:00Z,The Hindu,in,politics
"‘ ₹40 crore, Audi with red beacon, fake illness’: What is IAS officer Puja Khedkar accused of? - Hindustan Times","Puja Khedkar, a probationary IAS officer who secured an all-India rank of 821 in UPSC exams, has been transferred from Pune to the Washim. | Latest News India","The Pune police on Thursday reached the house of the controversial trainee IAS officer, Puja Khedkar, to examine the Audi car she had been using in alleged violation of the service rules.
Puja Khedk… [+2649 chars]",https://www.hindustantimes.com/india-news/rs-40-crore-audi-with-red-beacon-fake-illness-what-is-ias-officer-puja-khedkar-accused-of-101720694461252.html,2024-07-11T10:47:01Z,Hindustan Times,in,politics
"8-Year-Old Girl Gang-Raped, Murdered By 3 Minors From Her School In Andhra's Nandyal; Body Thrown Into Cana - News18",The accused sexually assaulted the girl at an isolated place and later threw her in a canal.,"An 8-year-old girl was sexually assaulted and murdered by 3 minor boys in Andhra Pradeshs Nandyal.  The incident occurred in Mucchumarri village on Sunday and it came to light on Wednesday.
Accordin… [+607 chars]",https://www.news18.com/india/8-year-old-girl-gang-raped-murdered-by-3-minors-from-her-school-in-andhras-nandyal-8961636.html,2024-07-11T10:36:48Z,News18,in,politics
"TCS Q1 PAT rises 9% YoY to Rs 12,105 crore - The Times of India","India Business News: TCS Q1 FY25 results: Tata Consultancy Services (TCS), India’s largest IT services provider, announced its financial results for the June quarter on Th",,https://timesofindia.indiatimes.com/business/india-business/tcs-q1-pat-rises-9-yoy-to-rs-12105-crore/articleshow/111660776.cms,2024-07-11T10:34:00Z,The Times of India,in,politics
"Health ALERT! Zika can spread through sex, virus stays in semen for up to 54 days - The Financial Express",,,https://www.financialexpress.com/life/health-alert-zika-can-spread-through-sex-virus-stays-in-semen-for-up-to-54-days-3550561/,2024-07-11T10:09:31Z,Financial Express,in,politics
Namita Thapar's emotional post on Emcure IPO listing: ‘Mirza Ghalib sums up my feelings’ - Hindustan Times,"Emcure Pharmaceuticals listed at ₹1,325.05, up 31.45 per cent on both the BSE and the NSE on July 10.",Executive director of Emcure Pharmaceuticals Ltd Namita Thapar shared an emotional message on social media platform X (formerly Twitter) congratulating the company after it was listed at a 31 per cen… [+1476 chars],https://www.hindustantimes.com/business/namita-thapars-emotional-post-on-emcure-ipo-listing-mirza-ghalib-sums-up-my-feelings-101720690148650.html,2024-07-11T09:39:43Z,Hindustan Times,in,politics
"Saudi Airlines with 297 aboard catches fire, emergency landing at Peshawar Airport - The Times of India","Pakistan News: A Saudi Airlines plane with 297 aboard caught fire while landing at Peshawar airport in Pakistan on Thursday, Pakistan Observer reported.",,https://timesofindia.indiatimes.com/world/pakistan/saudi-airlines-with-297-aboard-catches-fire-emergency-landing-at-peshawar-airport/articleshow/111658527.cms,2024-07-11T09:32:00Z,The Times of India,in,politics
"On Camera, Narrow Escape For Workers Clearing Badrinath Highway - NDTV","Workers clearing the Badrinath highway had a narrow escape this morning as boulders fell from a mountain, showed a video from Uttarakhand's Chamoli. The workers rushed down the hill seeing the rocks sliding down, averting a major tragedy.","Badrinath national highway remains closed for over 48 hours.
Dehradun: Workers clearing the Badrinath highway had a narrow escape this morning as boulders fell from a mountain, showed a video from U… [+1612 chars]",https://www.ndtv.com/india-news/badrinath-highway-closed-for-48-hours-landslides-keep-devotees-stranded-6081212,2024-07-11T09:24:00Z,NDTV News,in,politics
Here's why just 11 minutes of brisk walking daily is rated among the best exercises for total fitness - Moneycontrol,"Benefits of brisk walking: Making brisk walking a regular part of your weekly routine increases your physical activity levels and enhances your health and well-being. Here's how to start small and lead a healthier, longer life.",The increasingly sedentary lifestyles and fast-paced living are taking a toll on your health. Spending long hours sitting at desks or commuting can lead to a range of health issues over time. However… [+2340 chars],https://www.moneycontrol.com/health-and-fitness/health-benefits-of-walking-heres-why-just-11-minutes-of-brisk-walking-daily-is-rated-among-the-best-exercises-for-total-fitness-article-12766878.html,2024-07-11T09:07:44Z,Moneycontrol,in,politics
Indian scientists develop tool to generate infrared star catalogue for Thirty Meter Telescope - The Statesman,"India is a key partner in the TMT project, with the India TMT Center at the Indian Institute of Astrophysics (IIA) in Bengaluru leading the national collaboration.","A team of Indian scientists has developed an open-source tool to generate an infrared star catalogue for the Thirty Meter Telescope (TMT), which is a planned telescope proposed to be built on Mauna K… [+2119 chars]",https://www.thestatesman.com/technology/indian-scientists-develop-tool-to-generate-infrared-star-catalogue-for-thirty-meter-telescope-1503318718.html,2024-07-11T08:48:00Z,The Statesman,in,politics
5 Common Monsoon Infections And Their Neurological Manifestations | TheHealthSite.com - TheHealthSite,Some common monsoon infections can have neurological manifestations. Know all about it from our expert Dr Praveen Gupta. TheHealthSite.com,"VERIFIED By Dr Praveen Gupta, Principal Director &amp; Chief of Neurology, Fortis HospitalMany common monsoon infections can also manifest as neurological symptoms.
Some common monsoon infections ca… [+4787 chars]",https://www.thehealthsite.com/diseases-conditions/5-common-monsoon-infections-and-their-neurological-manifestations-exclusive-1106919/,2024-07-11T08:31:00Z,Thehealthsite.com,in,politics
"NEET-UG paper leak case: Supreme Court adjourns case to July 18, cites ‘unreceived affidavits from Centre, NTA’ | Today News - Mint",Supreme Court postponed the NEET-UG paper leak case to July 18 to allow parties time to review affidavits filed by Centre & NTA before arguments.,"New Delhi: The Supreme Court adjourned the hearing of the petitions on Thursday, July 11, seeking the cancellation of the NEET-UG 2024 exam and has scheduled the matter for the next hearing on July 1… [+3138 chars]",https://www.livemint.com/news/india/neetug-paper-leak-row-supreme-court-adjourns-case-to-july-18-unreceived-affidavits-from-centre-nta-11720684118255.html,2024-07-11T07:51:19Z,Livemint,in,politics
"Mumbai BMW hit-and-run case: Mihir Shah admits he was driving the car at time of crash, say police - The Hindu",,,https://www.thehindu.com/news/cities/mumbai/mumbai-hit-and-run-case-mihir-shah-admits-he-was-driving-bmw-car-at-time-of-crash-say-police/article68392152.ece,2024-07-11T07:31:00Z,The Hindu,in,politics
"Indian 2 Box Office Day 1 Advance Booking (1 Day To Go): Kamal Haasan’s Film Sees Massive 151% Growth In Pre-Sales, Nearing 11 Crore Mark! - Koimoi",,,https://www.koimoi.com/box-office/indian-2-box-office-day-1-advance-booking-1-day-to-go-kamal-haasans-film-sees-massive-151-growth-in-pre-sales-nearing-11-crore-mark/,2024-07-11T07:23:35Z,Koimoi,in,politics
"Ambanis give Haldiram’s aloo bhujia, sev and more to Reliance employees for Anant Ambani wedding - Hindustan Times",Anant Ambani-Radhika Merchant wedding: Reliance employees received a gift box to celebrate the occasion.  | Trending,"Anant Ambani, the younger son of Reliance Industries chairman Mukesh Ambani, will marry Radhika Merchant in a lavish ceremony in Mumbai tomorrow. While guests to the wedding are being treated like ro… [+2160 chars]",https://www.hindustantimes.com/trending/ambanis-give-haldiram-s-aloo-bhujia-sev-and-more-to-reliance-employees-for-anant-ambani-wedding-101720681951527.html,2024-07-11T07:19:50Z,Hindustan Times,in,politics
"‘Men will now abandon, not divorce’ – Muslims divided over Supreme Court alimony verdict - ThePrint","Though the judgment should have no bearing on mehar, we might see that amount get reduced or zeroed, lawyer Priya Hingorani told ThePrint.","Though the judgment should have no bearing on mehar, we might see that amount get reduced or zeroed in light of this judgment. It could happen that the woman gets nothing at the end of the day, and h… [+6089 chars]",https://theprint.in/feature/men-will-now-abandon-not-divorce-muslims-divided-over-supreme-court-alimony-verdict/2169851/,2024-07-11T07:18:24Z,ThePrint,in,politics
Hubble’s dazzling images of nebulae: See 10 pics captured by NASA telescope - Hindustan Times,Here is a look at 10 mesmerising images of nebulae captured by NASA's Hubble Space Telescope.,"By Khushi PalPublished Jul 11, 2024
Hindustan TimesIn FocusPhoto Credits: NASA",https://www.hindustantimes.com/web-stories/in-focus/hubbles-dazzling-images-of-nebulae-see-10-pics-captured-by-nasa-telescope-101720679560422.html,2024-07-11T07:15:12Z,Hindustan Times,in,politics
"Reliance Jio IPO Likely In 2025 At $112-Billion Valuation, Says Jefferies - NDTV Profit","Domestic and foreign investors appear to favour the spin-off route for Jio's potential listing, Jefferies said.","If the telecom major takes the IPO route, there would be better control but would impute a holding company discount of 20-50% and would require large retail mobilisation. With a 33.7% minority shareh… [+937 chars]",https://www.ndtvprofit.com/ipos/reliance-jio-ipo-likely-in-2025-with-112-billion-valuation-says-jefferies,2024-07-11T07:14:26Z,Ndtvprofit.com,in,politics
Doctors warn of dengue’s severe impact on the brain and nervous system as cases surge across India - The Indian Express,,,https://indianexpress.com/article/lifestyle/health/dengue-cases-rise-india-brain-nervous-system-disease-health-9446326/,2024-07-11T07:00:08Z,The Indian Express,in,politics
"No BCCI-Virat Kohli Chat Before Gautam Gambhir Appointment, Hardik Pandya Consulted: Report - NDTV Sports","Virat Kohli and Gautam Gambhir were involved in an ugly spat during an IPL 2023 match in Lucknow, before hugging it out this season.","Gautam Gambhir's much-hyped appointment as head coach of the Indian cricket team was made official on Tuesday, with the former opener replacing Rahul Dravid for the top job. The Board of Control for … [+1894 chars]",https://sports.ndtv.com/cricket/no-bcci-virat-kohli-chat-before-gautam-gambhir-appointment-hardik-pandya-consulted-report-6080542,2024-07-11T06:33:02Z,NDTV News,in,politics
Apple issues fresh alerts about Pegasus-like spyware attacks to iPhone users in India - Moneycontrol,"Iltija Mufti, daughter of former J&amp;K chief minister Mehbooba Mufti, and Pushparaj Deshpande, founder of Samruddha Bharat Foundation, say that Apple notified them of a possible hack on their phones","Apple has issued a new set of threat alerts to users in India and 97 other countries, warning them of potential ""mercenary spyware attack"" aimed at remotely compromising their iPhones.
Mercenary spy… [+2390 chars]",https://www.moneycontrol.com/technology/apple-issues-fresh-alerts-about-pegasus-like-spyware-attacks-to-iphone-users-in-india-article-12766676.html,2024-07-11T06:07:44Z,Moneycontrol,in,politics
Answers in Gujarati but candidates from other states: CBI on Godhra NEET case - India Today,These candidates who gave their exam at a centrein Gujarat039s Godhra were also allegedly told to show their permanent address as Panchmahal or Vadodara,"Several NEET-UG candidates from states like Odisha, Bihar, Maharashtra, Rajasthan and Uttar Pradesh, who gave their exam at a centre in Gujarat's Godhra, were asked by the accused to choose Gujarati … [+1398 chars]",https://www.indiatoday.in/india/story/neet-paper-leak-godhra-candidates-gujarati-exam-language-accused-cbi-probe-2565143-2024-07-11,2024-07-11T05:58:13Z,India Today,in,politics
"Income tax rate cut, sops for PSUs: Brokerage expectations from Modi 3.0 budget - Business Standard","Expectations (as measured by pre-budget equity market performance), wrote analysts at Morgan Stanley in a note, are important in determining what the market does immediately after the budget","Expectations (as measured by pre-budget equity market performance), wrote analysts at Morgan Stanley in a note, are important in determining what the market does immediately after the budget
Nirmala… [+4181 chars]",https://www.business-standard.com/markets/news/income-tax-rate-cut-sops-for-psus-brokerage-expectations-from-modi-3-0-budget-124071100245_1.html,2024-07-11T05:14:23Z,Business Standard,in,politics
"Everything Samsung announced at Galaxy Unpacked 2024: Price, offers, sale date, and more - The Indian Express",,,https://indianexpress.com/article/technology/tech-news-technology/samsung-galaxy-unpacked-2024-zflip6-zfold6-watch-ultra-buds3-pro-price-offers-9446118/,2024-07-11T05:07:39Z,The Indian Express,in,politics
Copa America 2024: Colombia beats Uruguay 1-0 and will face Lionel Messi and Argentina in final - Sportstar,,,https://sportstar.thehindu.com/football/copa-america-2024-colombia-beats-uruguay-to-reach-final-to-face-argentina/article68391706.ece,2024-07-11T04:58:11Z,The Hindu,in,politics
RBI allows resident Indians to open foreign currency accounts in GIFT City | Mint - Mint,"RBI decided to allow authorised persons to facilitate remittances for availing financial services or financial products as per the International Financial Services Centres Authority Act, 2019 within IFSCs.",The Reserve Bank of India (RBI) has expanded the scope of remittances to International Financial Services Centres (IFSCs) under the Liberalised Remittance Scheme (LRS) allowing Indian residents to op… [+3099 chars],https://www.livemint.com/economy/rbi-allows-resident-indians-to-open-foreign-currency-accounts-in-gift-city-11720664457139.html,2024-07-11T02:24:31Z,Livemint,in,politics
Euro 2024 Moment of the Day: Ollie Watkins lives out childhood dream to put England in final - ESPN India,"With one swoosh of his right boot, Oliver 'Ollie' Watkins put his country into a major tournament final, taking our Moment of the Day from Day 21 of Euro 2024.","89:57. That's the time on the clock when Ollie Watkins takes his first touch inside the Dutch penalty box in this tense Euro 2024 semifinal between England and the Netherlands. A few seconds earlier,… [+4490 chars]",https://www.espn.in/espn/story/_/id/40537171/euro-2024-moment-day-ollie-watkins-lives-childhood-dream-put-england-final,2024-07-11T02:10:00Z,ESPN India,in,politics
Kalki 2898 AD Box Office Collection Day 14: Prabhas-Deepika Padukone’s film mints ₹536.75 crore in India | Today News - Mint,"Kalki 2898 AD Box Office Collection Day 14: ’Kalki 2898 AD’ earned  ₹7.5 crore in India on Day 14, reaching a total of  ₹536.75 crore. The film’s worldwide collection is approximately  ₹859.7 crore, with makers claiming it to be a ’Maha Blockbuster.’","Kalki 2898 AD Box Office Collection Day 14: Director Nag Ashwin's star-studded 3D sci-fi film 'Kalki 2898 AD' experienced another decline in its box office performance on its second Wednesday, markin… [+2424 chars]",https://www.livemint.com/news/trends/kalki-2898-ad-box-office-collection-day-14-prabhas-deepika-padukone-s-film-sees-drop-mints-rs-536-75-crore-in-india-11720659458248.html,2024-07-11T01:36:24Z,Livemint,in,politics
"F-16s will boost Ukraine defenses, but not a 'silver bullet' - Hindustan Times","F-16s will boost Ukraine defenses, but not a 'silver bullet' | World News","F-16 warplanes being sent to Ukraine is a victory for President Volodymyr Zelensky and will help protect against Russian strikes, but they are not a one-stop solution for gaps in the country's air de… [+3578 chars]",https://www.hindustantimes.com/world-news/f16s-will-boost-ukraine-defenses-but-not-a-silver-bullet-101720660425089.html,2024-07-11T01:13:44Z,Hindustan Times,in,politics
"Stocks in news: Nykaa, TCS, Tata Elxsi, Glenmark Life, YES Bank, Siemens - The Economic Times","Markets fell half a percent. TCS, Tata Elxsi, Anand Rathi Wealth, and Akme Fintrade Q1 results are in focus. Canada Pension Plan sold Nykaa shares at Rs 174 apiece. Glenmark promoters to sell a 7.85% stake. Moody's affirmed YES Bank's Ba3 rating. Siemens and …","Markets fluctuated sharply within a range and ended up losing nearly half a percent on Wednesday, wiping out the gains from the preceding session. In today's trade, shares of Nykaa, TCS, Tata Elxsi, … [+1390 chars]",https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-nykaa-tcs-tata-elxsi-glenmark-life-yes-bank-siemens/articleshow/111647344.cms,2024-07-11T01:12:54Z,The Times of India,in,politics
"Indian refiners likely saved at least $10.5 billion by buying discounted Russian oil, data suggests - The Indian Express",,,https://news.google.com/rss/articles/CBMilQFodHRwczovL2luZGlhbmV4cHJlc3MuY29tL2FydGljbGUvYnVzaW5lc3MvaW5kaWFuLXJlZmluZXJzLWxpa2VseS1zYXZlZC1hdC1sZWFzdC0xMC01LWJpbGxpb24tYnktYnV5aW5nLWRpc2NvdW50ZWQtcnVzc2lhbi1vaWwtZGF0YS1zdWdnZXN0cy05NDQ1NjYwL9IBmgFodHRwczovL2luZGlhbmV4cHJlc3MuY29tL2FydGljbGUvYnVzaW5lc3MvaW5kaWFuLXJlZmluZXJzLWxpa2VseS1zYXZlZC1hdC1sZWFzdC0xMC01LWJpbGxpb24tYnktYnV5aW5nLWRpc2NvdW50ZWQtcnVzc2lhbi1vaWwtZGF0YS1zdWdnZXN0cy05NDQ1NjYwL2xpdGUv?oc=5,2024-07-10T23:00:24Z,Google News,in,politics
"Lava Blaze X 5G launched in India: Check price, specifications and more | Mint - Mint","Indian tech company Lava launches Blaze X 5G smartphone with 120Hz AMOLED display, MediaTek Dimensity 6300 processor. Available in 4GB, 6GB, and 8GB RAM variants. Scheduled for July 20 release in Starlight Purple and Titanium Grey colors with Rs. 1,000 discou…","Indian tech company Lava has unveiled its latest smartphone, the Blaze X 5G, marking its entry into the 5G smartphone market. The smartphone from Lava features a 120Hz curved AMOLED display and it is… [+1936 chars]",https://www.livemint.com/technology/gadgets/lava-blaze-x-5g-launched-in-india-check-price-specifications-and-more-11720629482515.html,2024-07-10T17:35:08Z,Livemint,in,politics
AMD Zen 5 Ryzen 9 9950X Benchmark Leak Reveals Stunning Performance - Forbes,Performance numbers have leaked for AMD's Ryzen 9000 Zen 5 CPUs revealing benchmarks for the Ryzen 9 9950X for the first time plus Ryzen 5 9600X and Ryzen 7 9700X,"AMD is expected to release its Ryzen 9000 desktop processors later in July, which feature its new Zen 5 architecture, and we're getting our first look at the performance of the new processors thanks … [+2995 chars]",https://www.forbes.com/sites/antonyleather/2024/07/10/amd-zen-5-ryzen-9-9950x-benchmark-leak-reveals-stunning-performance/,2024-07-10T17:30:48Z,Forbes,in,politics
Zimbabwe vs India: Shubman Gill and Ruturaj Gaikwad lead from the top before Washington Sundar seals 23-run win in 3rd T20I - The Indian Express,,,https://indianexpress.com/article/sports/cricket/zimbabwe-vs-india-shubman-gill-ruturaj-gaikwad-washington-sundar-9445458/,2024-07-10T16:06:04Z,The Indian Express,in,politics
"SpaceX launch cracks bird eggs, Elon Musk says 'no omelettes for a week' - India Today",,,https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy5pbmRpYXRvZGF5LmluL3RyZW5kaW5nLW5ld3Mvc3RvcnkvZWxvbi1tdXNrLW5vLW9tZWxldHRlcy1mb3ItYS13ZWVrLXRvLW1ha2UtdXAtZm9yLWEtaGVpbm91cy1jcmltZS0yNTY0NzUzLTIwMjQtMDctMTDSAYUBaHR0cHM6Ly93d3cuaW5kaWF0b2RheS5pbi9hbXAvdHJlbmRpbmctbmV3cy9zdG9yeS9lbG9uLW11c2stbm8tb21lbGV0dGVzLWZvci1hLXdlZWstdG8tbWFrZS11cC1mb3ItYS1oZWlub3VzLWNyaW1lLTI1NjQ3NTMtMjAyNC0wNy0xMA?oc=5,2024-07-10T07:31:25Z,Google News,in,politics
"Australia speedster recalls Rohit Sharma's brutal assault at T20 World Cup, says I had 5 bad balls and he - The Times of India",,,https://news.google.com/rss/articles/CBMi0AFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS9zcG9ydHMvY3JpY2tldC9pY2MtbWVucy10MjAtd29ybGQtY3VwL2F1c3RyYWxpYS1zcGVlZHN0ZXItcmVjYWxscy1yb2hpdC1zaGFybWFzLWJydXRhbC1hc3NhdWx0LWF0LXQyMC13b3JsZC1jdXAtc2F5cy1pLWhhZC01LWJhZC1iYWxscy1hbmQtaGUtaGl0LS9hcnRpY2xlc2hvdy8xMTE2NjIyNjMuY21z0gEA?oc=5,2024-07-11T11:20:00Z,Google News,in,sports
"Irfan Pathan loses cool at brother Yusuf over run out, verbal spat ensues after horrific mix-up in WCL 2024 match - Hindustan Times",Irfan Pathan wasn't too happy with his brother Yusuf after a run out during a World Championship of Legends match. | Crickit,"Controversy ensued during a World Championship of Legends (WCL) match between India and the South Africa Champions this week, as brothers Irfan and Yusuf Pathan came at loggerheads over a miscommunic… [+2033 chars]",https://www.hindustantimes.com/cricket/irfan-pathan-loses-cool-at-brother-yusuf-over-run-out-verbal-spat-ensues-after-horrific-mix-up-in-wcl-2024-match-101720691915099.html,2024-07-11T11:00:11Z,Hindustan Times,in,sports
